,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,
2014-06-30,1400159.71,1354186.60,1322928.13,1282187.91,1266547.10,1325660.35,1441363.01,1632618.57,1772679.70,1840475.85,1860145.54,1818594.92,1813975.61,1819208.51,1802757.29,1779927.03,1755394.92,1720153.88,1686232.65,1683280.46,1690504.64,1721844.15,1692009.68,1550084.62,
2014-07-01,1383477.34,1327229.25,1289481.09,1241867.08,1222296.52,1273813.13,1375108.04,1535483.02,1663992.52,1730002.86,1742539.53,1704215.77,1715244.36,1732075.04,1723498.53,1705620.25,1683689.71,1653643.14,1623020.98,1596163.26,1592721.15,1632138.55,1632391.82,1506921.51,
2014-07-02,1384006.89,1323027.33,1290183.33,1236755.71,1215688.58,1268321.87,1373979.86,1547041.16,1680017.35,1743207.23,1762409.40,1735586.23,1751760.72,1772850.87,1757631.88,1736645.34,1717063.27,1693716.74,1659859.67,1631804.70,1623481.46,1655392.98,1653435.93,1521012.32,
2014-07-03,1404705.64,1337797.35,1301729.96,1244468.81,1227995.00,1280190.83,1385181.13,1560659.97,1713160.67,1789474.33,1805165.32,1769685.05,1777225.47,1797820.60,1787862.64,1779090.43,1744231.81,1711583.51,1676206.85,1647276.96,1645458.05,1676298.94,1661079.96,1520264.03,
2014-07-04,1406294.31,1346891.90,1312770.06,1264200.54,1244100.42,1294914.80,1391432.19,1550356.64,1676344.99,1747581.83,1763249.79,1732512.50,1735781.93,1753429.97,1745371.50,1718329.60,1672925.90,1649026.79,1619268.03,1592617.54,1594470.98,1616136.74,1600779.61,1484864.34,
2014-07-05,1384651.57,1328380.46,1286142.59,1233889.19,1203151.91,1218278.80,1268632.69,1374313.71,1494718.69,1575637.20,1611647.03,1600422.74,1598880.12,1600537.86,1586504.62,1580449.25,1572747.66,1573772.24,1560809.62,1552290.67,1536427.01,1560303.09,1566657.77,1470347.59,
2014-07-06,1372230.02,1316684.17,1281226.92,1227569.06,1194748.08,1206870.31,1239702.80,1318560.64,1412844.69,1488122.27,1530221.99,1533180.60,1534711.71,1532904.31,1517719.86,1512194.05,1521392.22,1534907.41,1528437.62,1531799.15,1547179.30,1584720.24,1600307.62,1482976.36,
2014-07-07,1377249.29,1321599.83,1288122.67,1240278.41,1202656.89,1254933.30,1366117.10,1532892.80,1682101.04,1764965.09,1777294.54,1741630.07,1754857.47,1782072.06,1765437.08,1747570.31,1725455.58,1699403.72,1663589.59,1630837.69,1626071.68,1661033.91,1654978.55,1516349.92,
2014-07-08,1403658.04,1341181.91,1309892.04,1259043.12,1234522.36,1283817.14,1384029.92,1554938.46,1688766.54,1751737.69,1764838.45,1720585.97,1738003.76,1755099.22,1742205.68,1725271.39,1703571.09,1675124.71,1649372.16,1626336.46,1618496.72,1652019.94,1647725.93,1515072.08,
2014-07-09,1401079.33,1339075.19,1301799.03,1249603.20,1221882.08,1268943.52,1368396.49,1539754.00,1682239.18,1753383.92,1772194.68,1727596.83,1746062.23,1768176.96,1758990.31,1733686.73,1707922.66,1686498.66,1656198.83,1627176.84,1615296.36,1654529.58,1651375.26,1526871.97,
2014-07-10,1416321.34,1350587.29,1320506.19,1267032.51,1235639.03,1285981.42,1385848.83,1552037.41,1686245.39,1754304.89,1771308.25,1748157.43,1756906.62,1780034.42,1758702.51,1736910.12,1714185.24,1681329.73,1655531.13,1640116.43,1638170.89,1677323.52,1643558.55,1513138.04,
2014-07-11,1400975.72,1335851.81,1309293.41,1268425.47,1237457.94,1287213.21,1385319.27,1552164.04,1680466.32,1744185.76,1752532.03,1719734.07,1716568.25,1731349.77,1709822.16,1689952.29,1664027.05,1650016.83,1624931.98,1608112.81,1633036.50,1680362.71,1643639.14,1521127.44,
2014-07-12,1412867.71,1353062.39,1322359.63,1276368.82,1240658.31,1258076.10,1302271.03,1407790.88,1516223.29,1586401.01,1614179.69,1596278.38,1581001.83,1570848.17,1548549.24,1543173.10,1543092.51,1545233.76,1523752.19,1514174.13,1516810.40,1571527.38,1587644.31,1488341.00,
2014-07-13,1394275.68,1339696.85,1304769.15,1265363.26,1220638.78,1232680.42,1259146.73,1336807.31,1426394.42,1498770.95,1524592.58,1530797.60,1529070.78,1535172.19,1526273.34,1529669.41,1542194.57,1545475.51,1536991.10,1540398.68,1555203.23,1603588.56,1602943.89,1483310.21,
2014-07-14,1382740.56,1325686.63,1289550.17,1242281.51,1209759.85,1253609.41,1350460.65,1518456.63,1657188.87,1728218.49,1753027.05,1722117.08,1731476.41,1756826.04,1749285.62,1732259.23,1700566.44,1685980.61,1653297.78,1635972.08,1628443.17,1674595.15,1659940.26,1518042.20,
2014-07-15,1403565.94,1340226.40,1310179.84,1267562.07,1237527.02,1285566.98,1389705.38,1562743.65,1693544.06,1771952.93,1798108.40,1779044.38,1792248.75,1814812.45,1803622.70,1787413.67,1754788.40,1737255.48,1705251.86,1678290.54,1666410.06,1714438.51,1695409.02,1552290.67,
2014-07-16,1433946.35,1369098.73,1336968.48,1295789.72,1261023.20,1305436.86,1407353.42,1578699.42,1716188.35,1798200.50,1825000.65,1798465.28,1815687.37,1839678.57,1830883.33,1807283.54,1788323.13,1759162.99,1719181.49,1685151.74,1673651.16,1723383.41,1703479.00,1559600.85,
2014-07-17,1443121.49,1374394.29,1345441.38,1304803.69,1270359.51,1314151.51,1414571.50,1591627.50,1745072.19,1819958.36,1836800.55,1806351.06,1814536.16,1823849.45,1799202.05,1784869.50,1751898.86,1729507.84,1699058.35,1666709.37,1664614.17,1700647.02,1652238.67,1514600.08,
2014-07-18,1412015.82,1350218.90,1318802.40,1280167.81,1244549.39,1290286.94,1386896.43,1551266.10,1686498.66,1747950.21,1769190.03,1736484.17,1738164.93,1750494.39,1730820.22,1707646.37,1677288.98,1666007.13,1642533.97,1617748.44,1613673.16,1653240.22,1635039.60,1513805.75,
2014-07-19,1415492.47,1354581.98,1323867.72,1286027.47,1245884.80,1255013.89,1299473.59,1407583.66,1526964.07,1603116.57,1625461.54,1617541.22,1617357.03,1607778.96,1574347.85,1558921.64,1554823.33,1554547.04,1547662.81,1535575.11,1547777.93,1606823.46,1592652.07,1482066.90,
2014-07-20,1386274.78,1333722.07,1300797.48,1260205.84,1216114.52,1225209.08,1257097.58,1336277.75,1424644.58,1513230.14,1549470.21,1551830.19,1552589.99,1555870.94,1554431.92,1564205.69,1571700.06,1561569.42,1544278.26,1545705.76,1563906.38,1619855.15,1582705.62,1457246.83,
2014-07-21,1358254.34,1308867.46,1283655.97,1253298.58,1225232.10,1267147.63,1372172.46,1544715.72,1675401.00,1742873.38,1755962.63,1716130.79,1721656.59,1736346.02,1717604.34,1695293.90,1676886.06,1666260.40,1657292.48,1662219.65,1686625.29,1710132.99,1627706.40,1496111.66,
2014-07-22,1391731.51,1335402.83,1311112.32,1281537.75,1249948.57,1280075.71,1380104.29,1545959.02,1671256.65,1735712.86,1745739.89,1712389.36,1722911.41,1739062.88,1728540.82,1709235.04,1687177.87,1668482.23,1647323.01,1652699.15,1677277.47,1715463.09,1644617.66,1505137.14,
2014-07-23,1403496.87,1346857.37,1322912.21,1296008.45,1265651.06,1302052.30,1397925.01,1562179.56,1692438.90,1755997.17,1764711.82,1727170.88,1734676.77,1754362.45,1747167.39,1725144.76,1702132.08,1680259.10,1652952.42,1634371.90,1646724.38,1711629.56,1662979.45,1512643.02,
2014-07-24,1404486.91,1342148.92,1317087.09,1292117.36,1258640.20,1294673.05,1387955.54,1553982.95,1674779.35,1735563.20,1756849.06,1729116.43,1735459.59,1756849.06,1740006.87,1725777.92,1697515.73,1674111.65,1647403.59,1627902.10,1650189.52,1715796.94,1630538.37,1493567.49,
2014-07-25,1387310.86,1332778.08,1310467.64,1285728.15,1244480.32,1277934.46,1374348.25,1543449.39,1664925.00,1731326.75,1744841.95,1711560.49,1715831.47,1726549.23,1702868.86,1685946.08,1662185.12,1652848.81,1626969.62,1623170.63,1640461.80,1689192.49,1630780.13,1503629.06,
2014-07-26,1415285.25,1363745.61,1335771.22,1307002.50,1269357.95,1268206.75,1306933.43,1410346.56,1536622.71,1612084.49,1641854.76,1632760.21,1621823.72,1612464.39,1587183.83,1577766.94,1577559.72,1576627.24,1552014.38,1546638.24,1573023.95,1643500.99,1594263.77,1477197.29,
2014-07-27,1381186.43,1324443.32,1296342.30,1271384.08,1230113.23,1232484.72,1261138.32,1341964.73,1440162.88,1514933.93,1549804.06,1547916.08,1551369.71,1547363.50,1530210.48,1527585.72,1530394.67,1536979.59,1536173.74,1544462.45,1583177.62,1650488.83,1597095.74,1480178.92,
2014-07-28,1375510.97,1312896.69,1289435.05,1273387.19,1235293.67,1240934.60,1273559.87,1359808.47,1455427.92,1528046.21,1568488.19,1551622.97,1545774.83,1547041.16,1536196.77,1527366.99,1527758.40,1532524.41,1523775.22,1522612.50,1552900.82,1629951.26,1567475.13,1434084.50,
2014-07-29,1340974.69,1286062.00,1267308.80,1244676.03,1218992.55,1258467.51,1364977.40,1540272.05,1675573.68,1739557.90,1755651.80,1717282.00,1724292.86,1746626.32,1739995.36,1719630.46,1689618.44,1672384.83,1647253.93,1622399.32,1645193.27,1722232.20,1636904.56,1489169.87,
2014-07-30,1383488.85,1325364.29,1298310.87,1281123.31,1244894.76,1282608.37,1379010.64,1549401.14,1683919.95,1767129.36,1789497.36,1768487.79,1786354.56,1813500.07,1804739.37,1777455.71,1748076.85,1713920.47,1688409.67,1680627.49,1710535.91,1756687.89,1649015.28,1503237.64,
2014-07-31,1390741.47,1335287.71,1310041.69,1289791.92,1261057.74,1297228.73,1399041.69,1567843.51,1717305.02,1791362.32,1813315.88,1785030.67,1795656.33,1811980.48,1795702.38,1772942.97,1745187.31,1726698.89,1687546.26,1665373.97,1683309.81,1744864.97,1649752.06,1504101.05,
2014-08-01,1403006.04,1340617.40,1312936.75,1295797.15,1260041.00,1287912.21,1392786.60,1562276.94,1703991.35,1775563.21,1780232.23,1746477.09,1754743.17,1780720.57,1782709.67,1755958.07,1737460.63,1702169.01,1663220.77,1625844.75,1640614.11,1718879.82,1642055.32,1504057.07,
2014-08-02,1406352.97,1347549.47,1313794.33,1292640.79,1245950.55,1251036.45,1302693.49,1417584.83,1538776.98,1624415.46,1651131.33,1633622.49,1625963.86,1622283.43,1600689.19,1597199.34,1597711.50,1591112.93,1567362.84,1566934.05,1601844.54,1667651.58,1586967.98,1477924.82,
2014-08-03,1392738.95,1326002.88,1295820.97,1279241.17,1244497.44,1236838.81,1263840.54,1342892.36,1447337.95,1532309.43,1567851.18,1568279.97,1564146.93,1557989.06,1545709.05,1550306.61,1559894.79,1564063.56,1550985.52,1560800.00,1607692.73,1681265.59,1582275.13,1455473.01,
2014-08-04,1363867.23,1313913.44,1285220.38,1272452.03,1243866.16,1274191.00,1380470.85,1561788.60,1707838.53,1785175.20,1801016.54,1771954.24,1785806.47,1808544.15,1804303.91,1784913.17,1762663.84,1724561.26,1672856.59,1633753.51,1650940.76,1724728.02,1618865.04,1483820.66,
2014-08-05,1385735.42,1335138.44,1307469.71,1297845.80,1269855.48,1306790.79,1404113.75,1581167.43,1719213.33,1797026.43,1810938.21,1775265.44,1789725.12,1816572.01,1811152.61,1797991.20,1781709.17,1752134.71,1716926.46,1676310.71,1688138.11,1768273.81,1647296.06,1509178.70,
2014-08-06,1407460.67,1350205.57,1320785.96,1303825.01,1283195.55,1307684.10,1409402.13,1591720.38,1740354.95,1822694.15,1844062.08,1819275.76,1842072.98,1864119.83,1858188.26,1835533.96,1816440.99,1781054.08,1745440.85,1715056.46,1735721.66,1815404.75,1699679.65,1549198.91,
2014-08-07,1438881.30,1378850.99,1346572.79,1329778.59,1306314.36,1333101.70,1437833.15,1618376.70,1765689.17,1849731.61,1869979.93,1837392.05,1866501.98,1887822.27,1880771.09,1862273.66,1842906.74,1808913.38,1768643.05,1726931.51,1756398.77,1834390.53,1717772.12,1572115.24,
2014-08-08,1455913.71,1397967.78,1368857.85,1353647.79,1328825.73,1353361.93,1450077.43,1636409.61,1781649.61,1860010.61,1878913.01,1851875.55,1867097.52,1887691.25,1873958.13,1847730.60,1814094.57,1779291.28,1746500.91,1727789.08,1765427.14,1808627.52,1697690.55,1574437.84,
2014-08-09,1468848.81,1400242.74,1372014.20,1355112.81,1328837.64,1325419.25,1357709.36,1470409.12,1603666.89,1683183.23,1721130.96,1720070.90,1719987.53,1715794.93,1698750.61,1688864.67,1684124.18,1685994.17,1670557.81,1659266.39,1702716.90,1750074.15,1650178.47,1534667.76,
2014-08-10,1447183.11,1380125.44,1346679.98,1327205.86,1294629.89,1275739.40,1295451.74,1386974.14,1495707.61,1593423.62,1629441.81,1635694.96,1639161.00,1637076.61,1630156.45,1631776.32,1638148.58,1637767.44,1621997.57,1632490.97,1684779.27,1732696.32,1616482.88,1486464.85,
2014-08-11,1396514.67,1343583.18,1320464.37,1308243.91,1293188.69,1312269.75,1417608.65,1597973.54,1747203.65,1832246.59,1851077.53,1825326.43,1828411.32,1850827.40,1829935.90,1810700.00,1798979.79,1754778.90,1722929.49,1699405.71,1743201.63,1790177.73,1659361.68,1520636.87,
2014-08-12,1422980.41,1366118.37,1337091.81,1326348.29,1311757.59,1331338.90,1431770.57,1605143.82,1747036.90,1821860.39,1831424.75,1789617.92,1803231.94,1822217.72,1807019.57,1790928.11,1776456.52,1740069.09,1701537.73,1662696.69,1717748.30,1794072.55,1661731.92,1526092.00,
2014-08-13,1416107.90,1355208.10,1329850.06,1321500.60,1306290.54,1324359.19,1421050.87,1590981.91,1735828.86,1809520.83,1834569.19,1797395.66,1815345.20,1839178.66,1826993.94,1809365.99,1784281.90,1757113.42,1714365.64,1680360.37,1744916.78,1809782.87,1670438.70,1530570.45,
2014-08-14,1422087.11,1366940.21,1333637.68,1326693.70,1311567.02,1334161.76,1430305.54,1614803.46,1767070.82,1840977.19,1856687.50,1814094.57,1830066.92,1845336.53,1834938.43,1816714.94,1808020.07,1778183.58,1735149.94,1706111.47,1761603.78,1831496.21,1705897.08,1552986.54,
2014-08-15,1448707.69,1385794.97,1353350.02,1344416.94,1329909.61,1343416.43,1438583.53,1608038.14,1756434.50,1834426.26,1848647.73,1812974.95,1827649.03,1847754.42,1842406.48,1830733.92,1809794.78,1785556.35,1738175.28,1701525.82,1764867.33,1822527.40,1690591.73,1559263.51,
2014-08-16,1462714.76,1396586.13,1364069.72,1347799.60,1330421.77,1306933.72,1343154.39,1471957.53,1616756.83,1710780.50,1741760.42,1736531.59,1732339.00,1728753.86,1709279.74,1699953.60,1699179.40,1679347.96,1644282.63,1640888.06,1716843.08,1753266.23,1636743.11,1525782.32,
2014-08-17,1433569.09,1376718.96,1342177.71,1319809.27,1281539.95,1255645.92,1280205.94,1374396.36,1477126.80,1568684.94,1615315.63,1621354.39,1631514.28,1629787.22,1615815.88,1620615.92,1630061.17,1626976.28,1611873.41,1625678.00,1705504.02,1723525.03,1601987.47,1476531.26,
2014-08-18,1392381.63,1338687.85,1305313.86,1299108.34,1296202.11,1306338.18,1402398.59,1596949.21,1756005.71,1831686.78,1852018.48,1827160.69,1839619.36,1859045.84,1851684.98,1830602.90,1815309.47,1782447.64,1763283.20,1758244.94,1807400.71,1799551.51,1655395.39,1523042.84,
2014-08-19,1428018.67,1374050.95,1352647.28,1339104.73,1342630.32,1358948.08,1435760.68,1615363.27,1761365.56,1835402.95,1835391.04,1795227.90,1801373.86,1812450.88,1791213.97,1772144.81,1755969.98,1740033.36,1715258.95,1710554.19,1774455.51,1771334.88,1622688.40,1501913.13,
2014-08-20,1415440.89,1356887.52,1330993.49,1324514.03,1325383.52,1346334.57,1430924.90,1611813.86,1764938.80,1840179.17,1849410.02,1812212.67,1817453.41,1831210.35,1824159.17,1809842.42,1794596.63,1772609.33,1733839.76,1704658.36,1779458.03,1805792.76,1667365.72,1529689.06,
2014-08-21,1432163.62,1375611.26,1344071.52,1335209.91,1337770.72,1349062.14,1431413.24,1605072.36,1750705.42,1820728.87,1835629.25,1808698.99,1819228.11,1843371.26,1841179.67,1821991.41,1803148.56,1766784.97,1723405.92,1698119.34,1804387.29,1822575.04,1675143.45,1545030.14,
2014-08-22,1440453.52,1382579.06,1355422.49,1342118.16,1343452.16,1352206.58,1441084.79,1612719.08,1757720.86,1840619.87,1866394.79,1834557.28,1844657.62,1861225.51,1856556.48,1836224.79,1817679.71,1779636.69,1731612.44,1693688.53,1784746.42,1810140.19,1677799.56,1546947.77,
2014-08-23,1449243.68,1395383.15,1362175.90,1347251.70,1337425.31,1317736.80,1352254.23,1470099.44,1596722.90,1679991.14,1709506.04,1697869.22,1685815.51,1677001.54,1652262.85,1648105.99,1643210.66,1635575.86,1615530.02,1626273.54,1717069.39,1716461.94,1599688.69,1492384.51,
2014-08-24,1412844.34,1356458.73,1321786.46,1310626.06,1302884.06,1280313.14,1295547.02,1379887.23,1485059.38,1565564.31,1593935.78,1588063.77,1586682.12,1578678.08,1561121.60,1576510.32,1584168.95,1588087.59,1576367.39,1602130.40,1734054.15,1729111.18,1592018.15,1460356.43,
2014-08-25,1377112.02,1329576.11,1303062.72,1298393.70,1301871.64,1310721.35,1401707.77,1572079.51,1714008.32,1785985.14,1801195.20,1770798.90,1792381.22,1814475.71,1805256.77,1783507.69,1767237.57,1730397.54,1692747.58,1697488.07,1806602.69,1783436.23,1641340.67,1509083.41,
2014-08-26,1414047.33,1362759.53,1333887.81,1323799.38,1333339.91,1353778.81,1439214.80,1624999.09,1769131.39,1846277.48,1854019.49,1809842.42,1817107.99,1829781.06,1839571.72,1817096.08,1820895.62,1801647.81,1778957.78,1774169.65,1839857.58,1801242.84,1652036.55,1513609.51,
2014-08-27,1424242.96,1370846.95,1335043.16,1324704.60,1327801.40,1348931.12,1429174.02,1596687.17,1725383.11,1774991.49,1778862.49,1738032.35,1756696.54,1774824.74,1759555.12,1742117.75,1721440.64,1692759.49,1671903.72,1691794.72,1810187.83,1780851.59,1629417.99,1502699.24,
2014-08-28,1415035.93,1358376.37,1325228.68,1321202.83,1321762.64,1344583.69,1429578.98,1609455.52,1749276.12,1804149.07,1815249.91,1777373.65,1771668.38,1790535.05,1792619.44,1788736.53,1789927.60,1790439.77,1804196.71,1818275.25,1853554.97,1785246.67,1630716.26,1513371.29,
2014-08-29,1423814.17,1364486.59,1341070.01,1331279.35,1339164.28,1367380.91,1450887.36,1622462.09,1771739.85,1839726.56,1853638.34,1816941.24,1831150.80,1829757.24,1782840.69,1749311.86,1744214.04,1726919.60,1713031.63,1737246.24,1791714.22,1738342.03,1611647.11,1498983.08,
2014-08-30,1415095.48,1360294.00,1327205.86,1311400.26,1309244.41,1297000.14,1316021.65,1397884.41,1508988.13,1580440.87,1613529.01,1598045.00,1583537.68,1580345.59,1560311.66,1544113.01,1549008.34,1555618.82,1550592.47,1583299.46,1698405.20,1665614.83,1567374.75,1474649.36,
2014-08-31,1393489.33,1335710.16,1305063.73,1289901.31,1293164.87,1282195.04,1290068.06,1368643.45,1462500.37,1556130.98,1589945.67,1586944.16,1573782.75,1560788.09,1550020.75,1556678.88,1583752.07,1586289.07,1584907.42,1638720.30,1751003.19,1709053.43,1581358.00,1459153.44,
2014-09-01,1378853.14,1326031.67,1299731.09,1292632.74,1296377.73,1295778.04,1333191.21,1454744.21,1560999.07,1599317.88,1623415.53,1616513.00,1612131.61,1611164.77,1601545.29,1597433.15,1596735.55,1593847.26,1582893.78,1647182.74,1788415.29,1736120.08,1581914.70,1459688.58,
2014-09-02,1375940.37,1325811.38,1303157.87,1296071.77,1310121.59,1345515.40,1454083.33,1619915.31,1753841.46,1807801.11,1801461.55,1755775.15,1768674.55,1786236.83,1791891.03,1782063.50,1756081.11,1735422.49,1737931.38,1788709.01,1876324.60,1811325.80,1640035.44,1500259.28,
2014-09-03,1413683.97,1367373.40,1341929.51,1334304.91,1356334.25,1408568.27,1521138.20,1708057.15,1862201.34,1912183.47,1897766.49,1845985.30,1847037.81,1859594.54,1858847.99,1849901.63,1829145.09,1814985.12,1831947.71,1883533.09,1930590.21,1856375.81,1684681.57,1554341.31,
2014-09-04,1465660.98,1416143.91,1391581.20,1383418.10,1387628.16,1437206.41,1553080.74,1740819.68,1867794.35,1920481.19,1908316.09,1854209.59,1855531.35,1870499.06,1862164.63,1845838.44,1814544.54,1786481.60,1797924.62,1861503.75,1934812.50,1866766.31,1707053.59,1567240.71,
2014-09-05,1477324.29,1422703.76,1399413.85,1395583.20,1406120.56,1456518.80,1559677.30,1723979.47,1841714.06,1881317.91,1862898.94,1814887.21,1821287.96,1832584.12,1824824.89,1805451.31,1773043.71,1748603.38,1736377.09,1798463.12,1902294.74,1850183.11,1709660.40,1592023.72,
2014-09-06,1494507.17,1433926.49,1402999.74,1388888.72,1397602.55,1399683.10,1429483.90,1551991.51,1668624.63,1723673.51,1724934.07,1691167.99,1681267.03,1682601.02,1669224.32,1668367.62,1670203.40,1676065.65,1700322.41,1780056.38,1846230.07,1775870.80,1645506.06,1537084.99,
2014-09-07,1456457.61,1401506.64,1372770.59,1361168.47,1360201.63,1364142.43,1348489.36,1425126.99,1532715.84,1603111.82,1621555.27,1609353.47,1612290.71,1615790.93,1616476.29,1611421.78,1624186.56,1639778.43,1674792.85,1789590.19,1850746.08,1768784.70,1617847.00,1498974.23,
2014-09-08,1423474.79,1377506.90,1352858.51,1340889.24,1357093.04,1417453.44,1518262.14,1693652.41,1831764.14,1886458.09,1875884.01,1829145.09,1828765.70,1845116.36,1839902.75,1817567.45,1775980.95,1746608.50,1749105.16,1845887.39,1934347.43,1856645.05,1697140.39,1572576.71,
2014-09-09,1475464.03,1428737.35,1408445.88,1398924.31,1411774.76,1466603.34,1561635.47,1736768.73,1870352.20,1910886.18,1896310.10,1828055.86,1830515.81,1841958.83,1831482.65,1811350.28,1777828.97,1759899.53,1748774.72,1853683.33,1938288.24,1871025.32,1707555.37,1578781.64,
2014-09-10,1490395.03,1444684.15,1424258.05,1413341.29,1421908.26,1472783.80,1571291.66,1727137.01,1855090.76,1893788.97,1869544.46,1809061.68,1809073.92,1826611.72,1835619.27,1818130.42,1782846.76,1749851.71,1747979.21,1845593.67,1934335.19,1870034.00,1708044.91,1579344.61,
2014-09-11,1491374.11,1439446.06,1418701.76,1405141.48,1420782.31,1479931.09,1581278.30,1734064.01,1862335.97,1904497.68,1882174.61,1829634.63,1834738.10,1833281.71,1828166.01,1818840.26,1790226.59,1762016.80,1758626.73,1858064.72,1932352.55,1862274.77,1696185.78,1575819.92,
2014-09-12,1491092.62,1438087.58,1412166.39,1402143.04,1414381.57,1479074.40,1566322.82,1729437.85,1848738.97,1879066.03,1868589.85,1816674.04,1821312.44,1833281.71,1825302.20,1800494.71,1760780.71,1741027.73,1733427.61,1840012.90,1903506.36,1833661.11,1692342.89,1577521.07,
2014-09-13,1502560.12,1439152.34,1408396.93,1395570.96,1400148.16,1419068.92,1440877.97,1551881.37,1656692.07,1700701.80,1707396.27,1676922.35,1664182.05,1656667.60,1640830.95,1635140.03,1633120.68,1641357.20,1652408.59,1785012.98,1834872.72,1762175.90,1638285.33,1532605.69,
2014-09-14,1451158.33,1402449.01,1379979.08,1363885.42,1371901.65,1391030.47,1384335.99,1461242.87,1566812.36,1628555.71,1642727.92,1632680.09,1632276.22,1640586.18,1641039.00,1643449.99,1655945.52,1673838.24,1716660.83,1835460.17,1856730.72,1765774.02,1618373.26,1500418.38,
2014-09-15,1427501.26,1378510.46,1358720.77,1354522.95,1371938.37,1429141.22,1536179.34,1716061.15,1875981.92,1930333.20,1914288.49,1855408.96,1862495.07,1868859.10,1869887.13,1850795.04,1821691.83,1803370.76,1814201.86,1921533.70,1933429.54,1859227.38,1696822.19,1559248.96,
2014-09-16,1467264.22,1419974.57,1396880.48,1385951.48,1402730.49,1469785.36,1566555.35,1742900.22,1885087.38,1924067.07,1915487.87,1872848.86,1889248.48,1905329.90,1909319.65,1892724.22,1861821.95,1829487.77,1847882.27,1963034.53,1981147.54,1912770.92,1748101.60,1605363.71,
2014-09-17,1518568.11,1459407.09,1438222.21,1431295.20,1454279.15,1515924.59,1606416.22,1757659.88,1906553.75,1975566.78,1981135.30,1928387.27,1925021.68,1942424.86,1949094.85,1936550.37,1905758.24,1911767.36,1926832.98,2011339.98,2022183.31,1935767.10,1776458.25,1640157.83,
2014-09-18,1544819.74,1491166.06,1476027.00,1467411.08,1481314.05,1556372.90,1663472.21,1831617.27,1992223.40,2052302.31,2060844.80,1998452.81,2002258.99,2022550.46,2024826.83,2006065.17,1976276.61,1957796.44,1983130.18,2079900.18,2070647.86,1989016.91,1818754.59,1685440.36,
2014-09-19,1592133.87,1538015.12,1516964.86,1507125.09,1522300.86,1594104.27,1689283.26,1844014.90,2006689.34,2079312.73,2075127.16,2015843.75,1998110.13,1989665.55,1975101.71,1940760.42,1895636.99,1876153.26,1900654.78,2017434.76,2027702.88,1958224.79,1813186.06,1684632.62,
2014-09-20,1589869.74,1529643.97,1498044.11,1483663.84,1488877.45,1523439.04,1541050.27,1655651.80,1766973.40,1833245.00,1835607.03,1804117.31,1774659.19,1766141.18,1758993.88,1757965.85,1761515.02,1769090.66,1818987.12,1940613.56,1938484.05,1857881.14,1737099.17,1632704.57,
2014-09-21,1550400.50,1492989.60,1454891.08,1443741.78,1449126.73,1478695.00,1455527.48,1526168.23,1634687.21,1699722.72,1713393.15,1675343.58,1669212.08,1670215.64,1664488.01,1670215.64,1671818.89,1596515.26,1688499.99,1889199.52,1922977.84,1843537.60,1691902.30,1564254.51,
2014-09-22,1491741.27,1446250.68,1424931.17,1421345.29,1436802.54,1518996.46,1622436.45,1779970.71,1921790.71,1966999.81,1951885.23,1891500.36,1886274.52,1900997.46,1899687.94,1863682.20,1826917.68,1800115.32,1848102.56,1978075.67,1971148.67,1900361.06,1747134.75,1611042.38,
2014-09-23,1524283.50,1478499.19,1454242.43,1450827.89,1469283.58,1545186.89,1636853.43,1793139.36,1935889.49,1966999.81,1945839.40,1883068.02,1880155.25,1884193.97,1892809.89,1870156.38,1830601.48,1813932.61,1866839.74,1995087.22,1980229.65,1902527.27,1735006.38,1604592.68,
2014-09-24,1517809.32,1467912.86,1450069.10,1440572.00,1458281.15,1538504.66,1632545.47,1791034.33,1917458.27,1944872.56,1910115.16,1865958.57,1861846.42,1869177.30,1873583.17,1847564.07,1814238.57,1798291.78,1853193.79,1971234.34,1956597.07,1880143.02,1720014.19,1601459.62,
2014-09-25,1508740.57,1462613.58,1438307.88,1433228.89,1451501.00,1530366.04,1626316.06,1767732.19,1898047.97,1931924.20,1907018.81,1850990.86,1848200.47,1861993.29,1867659.72,1845165.32,1813602.17,1800054.12,1867072.27,1976851.82,1947295.79,1873668.84,1721286.99,1601887.97,
2014-09-26,1518849.59,1478988.73,1457253.11,1449555.08,1465318.30,1542763.67,1640610.65,1794191.87,1940515.65,1993459.50,1982506.02,1913333.89,1893189.28,1884793.65,1879482.14,1853193.79,1820896.33,1806968.89,1873277.20,1981783.95,1954430.85,1879788.10,1751491.67,1628225.27,
2014-09-27,1541601.01,1488865.21,1460790.04,1450925.79,1466554.39,1518580.35,1534368.04,1631395.05,1747624.29,1797496.27,1786763.09,1752862.38,1727920.27,1724689.30,1706466.14,1702586.53,1722865.76,1745115.40,1805928.62,1920309.85,1892822.13,1813589.93,1692514.23,1591901.33,
2014-09-28,1508018.50,1458844.12,1430487.46,1418554.90,1421626.77,1454230.20,1439335.91,1499488.25,1605767.58,1678048.29,1691498.43,1684632.62,1664439.06,1653020.52,1651600.85,1670068.78,1700848.66,1750720.64,1826832.01,1905733.77,1877793.22,1787680.98,1639472.47,1525372.73,
